MET,856897461
RACE,247686725
JCI,712224244
TAK,3145059016
VRTX,259428394
A,303443225
F,3994764392
HUM,128504664
MRVL,819500000
DG,236205490
FCX,1468064383
MSCI,82442291
RBLX,575152226
HMC,1726770933
MNST,528885811
BIIB,149033443
ABEV,15737161133
KLAC,152737157
TWTR,797966577
DXCM,96748901
FTNT,163320200
VEEV,152919268
ROP,105423844
CARR,867701396
TROW,226936886
SNPS,152502754
IQV,191612337
TEL,327996918
KDP,1417476953
WIT,5460619831
ROKU,133451407
EBAY,650055805
EPD,2185381669
BK,863173678
DOW,745771788
GPN,293748093
BBD,10690987529
SCCO,773081269
EXC,977832660
SMFG,6852478990
CP,666847886
VOD,2767780784
LFC,5652941000
INFO,398612292
TT,237608703
AIG,861525734
PLTR,1880077109
LHX,200943675
NGG,723377864
BCE,905742549
TRP,979000000
KMB,336762087
NEM,799126123
APH,598185235
KHC,1223387136
DLR,282593428
AEP,500251339
MAR,325656362
BBVA,6667886580
CDNS,276780000
PANW,97300000
BCS,4234268060
SPG,328619163
SPOT,191356012
E,1786274825
ROST,357120667
LYG,17744636156
APTV,270507574
SRE,319328331
DDOG,310015899
HOOD,855443348
MCHP,274040171
WBA,864987306
DIDI,4823241476
ORLY,68951739
CRH,779121310
RMD,145681186
PRU,386000000
STZ,192086335
BBDO,10690987529
MSI,169324600
PAYX,359830185
PHG,912734052
ALL,295681408
CTSH,528000000
SYY,511832305
EA,284581807
OKTA,153049361
TRV,249492900
CTAS,102967245
ERIC,3334000000
SLB,1398433008
ALC,490000000
EOG,583860156
DFS,299468440
PH,129055945
NET,319988800
RSG,318364854
YUM,295646558
DD,523056692
OTIS,426778666
STM,902769945
MFC,1942128040
TTD,478675782
PPG,237091179
SBAC,109553452
CNQ,1180683000
MTCH,276810727
AFL,670741349
XLNX,247468170
IFF,249064711
KKR,583030973
CHWY,415417176
MPC,638202178
CNC,583043563
KMI,2264582583
ROK,116025722
PINS,644628826
BAX,499910255
ZS,136987021
XEL,538436651
PXD,243959045
WELL,422562838
HSY,206039544
MFG,12676660390
MTD,23116939
XPEV,855740963
LCID,1618621534
PTON,298293273
NUE,293694534
U,282518597
FRC,176759527
HLT,278686003
HPQ,1201255498
GOLD,1779242406
GIS,606277260
GLW,854032129
EPAM,56630464
NWG,5767339448
DHI,358194436
MT,1005547833
NTR,570688867
AZO,21544752
LYB,334515368
CMI,143607162
NOK,5629331000
LBRDK,181821462
CPRT,236578498
KR,747238079
LVS,763989752
LEN,312315981
SIVB,58663504
ADM,559366478
WCN,260517909
LBRDA,181821462
TDG,55112432
CSGP,394935500
ODFL,115810083
GRMN,192321863
WST,73979087
AWK,181495720
CTVA,734185000
PATH,508830972
HUBS,47005359
PEG,505577072
KEYS,184225986
EFX,121837277
NDAQ,167203842
VRSK,161350469
ANSS,87252523
CBRE,335736404
FAST,574739393
STT,343503114
LI,1025922855
SWK,162962070
AME,231205619
ZBH,208840496
SGEN,181934500
FERG,222308366
PSX,437989408
TU,1361000000
AVB,139616764
ARE,152362999
GMAB,653818780
W,103900332
EQR,374457337
AMP,113745937
ZBRA,53402967
ES,343643255
BLL,326610304
CHT,775744700
MCK,154674571
FMX,357822627
ORAN,2659263684
LUV,591644557
SLF,585665391
BBY,250472993
VFC,392638627
SWKS,165144931
WMB,1214958829
BILI,382915439
WEC,315434531
AJG,206750000
VIACA,646521009
SYF,569699116
PAYC,60094394
LH,96400000
MPLX,1025624328
ANET,76716633
TEF,5638053507
TSN,364826080
PCAR,347173392
EC,2055834734
CCL,1157957066
APP,372349835
WLTW,129041742
SU,1484504179
O,389388286
MXIM,268566248
ALB,116949867
UMC,2463600000
FNV,191105644
CDW,137495464
FITB,690718273
VLO,408823430
GNRC,63120689
XP,559058965
BGNE,93159001
ETSY,126576797
KSU,90964664
DAL,639914878
FTV,358390903
WY,749784000
ED,353381808
CCEP,455873238
VIAC,646521009
DB,2063733303
CS,2411268384
CUK,1158637466
IT,83648748
ET,2704869892
MDB,64640090
YUMC,420884516
ZG,253556163
Z,253556163
URI,72390139
SIRI,4050435824
RCI,504925318
DOV,143960933
VMC,132678269
SPLK,163917375
NTRS,208394779
WAT,61363399
HZNP,225893375
RYAAY,225717005
CAJ,1045774615
ALNY,118847693
EXR,133807322
YNDX,350074420
HRL,542074906
ABC,207787116
XYL,180162994
RPRX,607172253
BEKE,1190897645
MLM,62377334
MGA,300655552
DKNG,403421764
ZI,391729316
OKE,445660920
ENPH,134621196
VRSN,111874436
TRMB,251619889
HIG,347185658
BIO,29772555
RNG,91510009
DTE,193751554
INVH,576485342
FMS,585958968
IP,390834614
HBAN,1476557426
AVTR,584163209
DISH,527889245
TDOC,159248228
TLK,990622166
OXY,933734637
SUI,115903246
XM,514620585
ETR,200954557
IX,242053644
TRU,191500000
MKC,267270159
CERN,295585810
PPL,769605825
LNG,253606918
GWW,52074363
CNHI,1354242505
AEE,257147162
MPWR,45920000
DLTR,231953872
AMC,513330240
EXPE,150819802
EIX,379704799
CTLT,170341553
COO,49247946
CRL,50396622
TSCO,114338347
LU,2462301120
ZTO,827002948
ULTA,54757556
MAA,114919922
DISCB,505745608
K,340878954
FLT,82604105
CZR,213429619
STE,99758941
FTS,471200000
HES,309672952
FOXA,574785341
BURL,66580160
TDY,46606641
GIB,245442198
RCL,254694208
VTR,380352586
FE,544193637
IR,405260488
EXPD,169891158
PODD,68873869
KMX,162935057
ESS,65034811
AGR,387204556
QRVO,111141526
PKX,302502288
BILL,93394104
PKI,112114149
MGM,481880377
TW,232775149
HPE,1305927541
CLX,122813075
CHD,245543207
GRUB,1060606000
CINF,161182879
QSR,308449738
ICLR,79686165
RF,954539307
KEY,956370102
DVN,677000000
BR,116168325
AMCR,1538319792
FOX,574785341
DRI,130762723
CQP,484024123
WPM,450271489
HOLX,253487389
WMG,514382822
STX,227603061
NTAP,224014890
TER,164973199
TYL,40843408
WDC,306452886
PAGS,329224825
SSNC,255256954
POOL,40100826
AFRM,265093299
ASX,2154995691
DT,284286347
RJF,137192121
ON,430532211
BSY,281670098
ALLY,360541736
PEAK,538968372
CFG,426083147
UI,62814126
DPZ,36854211
LYV,218990083
DLO,292915765
DRE,378340411
ROL,492079290
TTWO,116518331
IMO,704578328
AVY,82882992
BKR,828487126
NVR,3565555
TXG,110885642
COHR,73605606
NICE,63121441
CMS,289654238
AKAM,162829841
TCOM,637456412
PCG,1985273048
MTB,128677826
DGX,122180759
PFG,268394112
MKTX,38000372
TFX,46801138
HAL,890499362
KB,389634335
ARGX,51398663
BXP,156169178
LOGI,168699981
BBWI,264748600
GPC,143212499
SKM,641086873
NVAX,74484166
EXAS,171948769
CE,111115442
CG,357148853
J,130314412
MKL,13724847
VTRS,1209290460
SHG,516593204
NUAN,314521767
JHX,446395895
HEI,135425252
IEX,75998135
SNN,439603106
PBA,550057000
COUP,73525323
ELP,2736552000
UPST,77767428
LYFT,335274328
CHKP,132798215
INCY,220835269
CVE,2017612000
BIP,295538544
WAB,189034202
ACGL,396039032
CDAY,149861732
TXT,224137963
LSXMA,332424657
LSXMK,332424657
BEN,502854184
LBTYB,555551912
ABMD,45380233
BRO,281607111
PPD,351315324
CLVT,641455231
WPP,238866248
AES,666359739
SBNY,60636731
STNE,309416372
SUZ,1349221580
VICI,537044887
LBTYK,555551912
EVRG,229297836
YMM,1085845702
DOCS,185672342
LBTYA,555551912
ENTG,135597451
MNDY,44125340
CAG,480333560
UDR,296846871
S,256371279
CGNX,176707164
NLOK,581276172
UAL,323612861
PTC,117381783
MOH,58400000
OMC,214407709
AVLR,86316219
MASI,55056901
EMN,135782719
ELAN,473019117
PLUG,574355448
MRVI,257659541
MAS,247162958
GME,74379250
FUTU,146672411
LKQ,293875364
CNP,592890377
LNT,250257856
ELS,183765513
TME,1692571869
FTCH,354773491
SEDG,52270276
RGEN,54977179
ZEN,120020132
RH,21030374
NMR,3093691885
CAH,290441408
SQM,285638456
GDRX,395639987
OTEX,271754378
HTHT,323651294
TTM,765762132
ESTC,91502880
WPC,189447420
SJR,498821326
CPT,100574930
ENIA,2145633971
CCK,131367768
IPG,393620225
BMRN,183352255
VEDL,929376217
DISCA,505745608
STLD,204113883
L,257273034
NVCR,103647871
LSPD,142590732
IEP,264531252
PWR,139152345
PKG,94992190
FDS,37779643
WSM,75119077
PCTY,54601434
NTCO,689417091
HWM,428912175
CBOE,111818750
PHM,259524310
VIV,1684135971
MHK,69029241
CVAC,186219816
CFLT,260410036
FBHS,137878925
WHR,62703495
AGL,390882560
AEM,243703246
FNF,285313503
DISCK,505745608
BZ,399950075
LDOS,141565183
ASAN,180644154
MQ,539398607
APO,235527360
LUMN,1105232133
CLR,367552559
WRK,267006103
DVA,104735406
HAS,137683075
NDSN,58128637
WRB,177529889
KIM,612890296
NWSA,590842287
FANG,181053648
IRM,289460314
AAP,63000741
SJM,108361799
LNC,187923317
BRKR,151019998
AAL,647457831
XRAY,218550601
GGG,169741603
AMH,322843324
ACI,466535671
NWS,590842287
KEP,1283928154
UHAL,19607788
EQH,412324232
ATUS,457128386
PENN,156789295
FICO,28387185
GLOB,41193920
JKHY,74185575
WIX,56407291
UHS,83131026
SC,306081081
PNR,165863101
ATO,130790813
TREX,115344733
FIVN,67699681
FIVE,55993368
ALLE,89696156
NLY,1444273077
CTXS,124232082
FND,105239357
GDDY,169209148
ATH,191970001
QGEN,228638000
FFIV,60312253
DBX,398465630
WB,227847851
AXON,65675685
LII,37166641
CPB,303051488
JLL,50701671
MOS,379896944
CABO,6038066
DAR,162069796
CLF,499734892
MTN,40302257
SNA,53970510
FMC,128699387
ARES,163459152
KOF,210083226
CX,1472897072
LPLA,80245533
GH,101298669
CNA,271352510
MPW,595700000
WTRG,245757399
BKI,156630031
CHRW,131711746
EBR,1568930910
TTC,107063422
WYNN,115671633
CHGG,144677794
TPR,279575180
NTLA,73487046
TECK,532500000
DKS,89269377
TS,590268500
SOFI,811143723
DECK,27662787
PCOR,131130415
IVZ,461391784
AFG,84749383
MCFE,434344908
HST,713973483
IHG,183216312
RHI,111970041
FWONK,231879464
OSH,240858856
GFL,329597013
SBSW,738146305
AOS,159178349
LAMR,101182618
VER,229149616
MORN,43066571
REG,169873727
GLPI,234301083
HUBB,54380483
NRG,244776881
WLK,128150417
ACH,680906918
BEP,274944130
UAA,468278219
OZON,208202929
PEGA,81455672
TPL,7752464
CSL,52125596
BAH,135185617
LEVI,401771598
BLDR,207208436
MMP,221559630
RE,39872807
NTRA,93783076
BG,141716919
TX,196307677
ZLAB,75375511
RPM,129774039
NWL,425400000
WSO,38735185
EWBC,141877607
OPEN,604641158
AGCO,75385755
IAC,79342768
CUBE,201770107
PLTK,409634218
OTLY,591777000
TEVA,1102385659
TFII,93018868
SCI,167578506
MANH,63399891
FWONA,231879464
HSIC,139693210
GDS,186897549
BHC,358808755
TAP,216956707
VIPS,676208930
WAL,104221389
BWA,239790175
LAD,30250672
MIDD,55626393
KL,265839623
IS,1012964792
DLB,101387476
PFPT,57757909
CMA,133923650
XPO,114626250
AEG,2029753025
TSP,209040398
TRGP,228655274
RDY,165847964
CREE,115885032
FSLR,106319302
OC,103129937
PEN,36580540
SID,1380114547
GPS,377602302
AIZ,58813595
GRFS,687554908
BSAC,471115316
GL,101720608
VRT,352427840
CF,215099967
GLBE,142236913
CRSP,76201185
AQN,619263309
NI,392410381
OLED,47119914
NCLH,370030246
UGI,209096896
GWRE,83154725
GXO,114626250
DOX,126605000
SMAR,125111961
STOR,271688122
RS,63483196
G,187737180
UA,468278219
BCH,505085405
JNPR,325151821
ZNGA,1091890649
LEA,59741379
BAK,398033136
ACM,144061817
LSI,78316079
ST,158374184
Y,13870240
COLD,261078912
RUN,205932911
SYNH,103483148
LW,145118958
SSL,634332542
GGB,1705576337
DXC,251904242
FRT,77768140
UTHR,44923485
ZION,162070463
MRO,788398843
QS,414647265
TIXT,266000000
JEF,247037420
VST,482518768
ARCC,458365805
CONE,124018500
IPGP,53496953
BERY,135300000
SEE,149892825
FHN,549333271
ERIE,52289868
KSS,156233049
NBIX,94646427
CACC,15672311
FLEX,488225731
ICL,1284151147
YETI,87471840
CROX,62385533
CAE,316753981
JBL,145829630
SMG,55801258
CPRI,152014472
BFAM,60560617
ARMK,255241686
TPX,196496823
ATR,65959499
SEIC,141076628
CIEN,154767152
ZNH,306587255
SITE,44548609
PLAN,144732009
WU,406348202
CNXC,52216701
PNW,112785588
AZPN,67076892
ARW,71819300
AGNC,524908382
HRC,65816571
RL,73509352
BHVN,65401228
OGN,253545051
VNO,205493391
DCI,125584716
MRTX,51623193
ASND,53829379
FCNCA,9816405
NYT,167873626
KNX,165975952
WMS,70561388
ITT,86100000
BAP,79516000
WFG,108416376
REXR,137740282
CBSH,116804211
NNN,175599418
PSXP,228340146
LECO,59386601
FSV,43868531
RYAN,259065974
WEX,44797826
JAZZ,61148558
HII,40140682
ORI,305738392
WES,413076510
PSO,756588667
GFI,887717348
BC,77499307
LSCC,136384642
MKSI,55451896
OSK,68635853
RGA,67996937
AN,71595447
CHDN,38520048
OHI,238875381
AA,186866156
XLRN,60900521
HNP,392452333
GMED,100890673
AIRC,156962825
DNB,431084384
BSMX,1355017002
CSAN,466721974
THC,107053834
ALV,87472019
TOL,123376000
SKX,155832168
CIB,240456750
BYND,63254448
NLSN,358800149
MBT,863478489
WWD,63603338
GIL,198523552
PVH,71359730
BEPC,172207005
FAF,109919919
EHC,99503755
MAT,348970305
OLN,160462045
KRC,116454210
H,101796491
PII,60589994
BJ,137133779
OMF,132046200
STVN,294827240
SWAV,35150341
USFD,222510486
RNR,47105389
NTNX,211564707
BBIO,149765414
TTEK,54071184
DAVA,55117345
APPN,71082463
JHG,172349989
GNTX,238954080
CASY,37102246
STWD,288278083
VOYA,113437085
RXN,121105357
X,270128597
KGC,1261933539
IQ,789284908
AER,133378888
CFR,63649856
FYBR,244401000
CHE,15731457
SF,104787828
RLX,1570790570
ALK,125232721
PNFP,76107958
COTY,766107084
RGLD,65607112
BLD,32934879
CFX,148886168
SAM,12281795
IAA,134796790
AXTA,230160918
SGMS,96369658
EEFT,52824377
OGE,200174361
M,312500000
POST,63707265
CHPT,321505683
LZ,196904824
SHC,282916909
TNDM,63029361
SLAB,44764087
WK,50433661
BYD,112223991
PBCT,427954775
IRCP,3070683864
MTZ,74314887
FR,129131444
CGC,393179437
FATE,95184547
ADT,831070020
AMG,41205816
TV,559240683
PAG,80328736
BEAM,66350681
LFUS,24617137
MSTR,9747467.999
PSTG,283254906
EGP,40405380
PLNT,86596451
ACC,139106852
CCJ,397752771
BUFF,195643609
DOOO,80671766.01
PAA,717371576
SYNA,38854107
RBA,110371456
WH,93523120
FOUR,82896035
BRX,296978097
OMCL,43474327
WF,240755893
FFIN,141421145
APA,378021539
KC,223324287
ARVL,620431341
ARWR,104259256
OVV,261084425
AU,417345340
COLM,65967024
AMBP,603283097
HBI,349151707
SPCE,257260827
NVST,161257697
JOBY,603887944
PPC,243675522
CNM,240687986
GTLS,36375627
EQT,378016134
CHNG,310861786
EXPI,146421690
AYI,35708130
OLO,147703903
VRNS,106916695
STAG,162038478
SNX,51934555
CYBR,39759662
CHH,55630682
VIR,130611795
MAN,54232871
AZEK,154842297
EME,53753699
RPD,55783467
JCOM,48204191
PB,92930088.99
IIVI,105718326
STAA,47395678
EXP,41882068
FOXF,42103383
FSK,285129993
KT,468751628
PYCR,174077784
MDU,202430930
VAC,42706878
AVAL,1114050857
LEG,133298914
WOOF,302061004
HCM,172823132
DSGX,84514455
BHG,630222819
HTA,218849312
THO,55366241
ESLT,44200164
WSC,226182486
TXRH,69830389
EDR,261483029
BMBL,119799056
POWI,60290603
SQSP,138494721
AMKR,244343710
SNV,146445522
CCCS,594545380
BL,58408932
SRPT,79844654
FVRR,35842980
SAIA,26335096
MEDP,35819312
CRCT,222231891
SON,98324892.99
LPL,715631400
DNLI,121640069
LSTR,38275799
LITE,73000000
IBKR,98143246
SPT,53848922
MLCO,479316888
RARE,67836060
NFE,206698564
GPK,307048826
CEA,327590184
LAZR,359426980
BPOP,80671356.99
MGP,156653604
ARD,236370000
PFGC,133805843
XEC,102821033
BB,566412186
COR,44205048
MSA,39189632
SRCL,91854225
DOCN,107340145
IART,84579541.99
HLI,68321921
KRNT,46277557
COMP,394518773
NEP,76619403
RBC,40697042
HOG,153845993
BOKF,69078458
NXST,42000000
PHI,216000000
TLRY,446156841
VSCO,88249533.01
EXEL,315048788
NVTA,217339666
PSFE,723712382
BRKS,74296729
CAR,66542531
INOV,150884676
CACI,23586037
LPX,95225904
TNET,65857282.01
SRC,119103788
STMP,18426475
VNT,168925097
QTS,77097212
VMEO,164627041
COG,399664101
PRI,39469869
EXPO,52058748
MP,177747598
CR,58631950
TDC,109100000
REYN,209758789
FL,103544361
INSP,27271598
CIGI,43983994
INGR,67005068
HLF,115595344
ASGN,52900000
WCC,50374291
SWCH,241712957
DCT,131712321
HALO,142334900
NCNO,95434674
NYCB,465033012
FIGS,160913573
SLM,305807223
PACB,198998538
ACHC,89863378.99
EVBG,38385479
CUZ,148688036
ESI,247567929
AMED,32631959
ROLL,25420756
IIPR,23928304
NEO,122816314
PAC,52328660
ORCC,392217490
NVT,168107127
TUYA,559760081
NCR,131400000
HUN,221929899
TIMB,484015173
DEI,175472472
CC,165163689
TKR,76258559
ALTR,75526649
ZIM,115000000
DCP,208362572
CELH,74482303
IONS,141147698
APLS,87003285.01
LHCG,31669540
WTS,33640661
ZH,561505368
FRPT,43360020
HELE,24098751
OZK,129612519
LEGN,144714048
ALGM,189646542
TFSL,280623861
NATI,132980932
CLH,54402611
MCW,296072999
BPMC,58574031
UPWK,127616789
BWXT,95176522
UNM,204393640
ANGI,504194976
TWST,49292036
VVV,180760678
KBR,140783733
EVR,39657401
RRR,116359392
DADA,236793538
MDLA,160376143
PRGO,133714781
VLY,406608663
RCM,278870428
HQY,83389315.01
ELY,185936881
IRDM,131934582
IDA,50516384
CIT,99144200
SHLS,166612171
RDFN,104912424
VICR,43597796
STN,111005773
PAAS,210299385
ESNT,111872180
AI,103971014
MMS,61471783
OLLI,65284739
ASR,30000000
ASH,60733352
CHK,98280786
MTG,339322356
NOV,390704130
NOVT,35489022
WEN,222787694
SONO,125771272
COUR,137743251
ANAT,26887200
TMX,124687026
VMI,21213239
LFST,374148648
AMN,47262560
GBCI,95507564.99
PACW,119547987
FSLY,116600000
FLS,130262789
AB,99708806
QDEL,41632759
DDL,236051333
APPS,96096317
NEWR,64847793
HFC,162490166
ADC,68922312
SIGI,60107525.01
DSEY,301269707
RYN,141325002
LAZ,103465060
DV,157851204
HHC,55126260
AEO,167716802
WING,29745482
AWI,47603088
KOD,51451541
HGV,119678533
THG,35703664
JOBS,67437209
CDK,120831922
FLO,211754152
AYX,67270140.01
DRVN,167369010
RLI,45225943
ATHM,124979535
NSA,88650615
TRIP,137406261
HAYW,231101257
ALKS,161331522
NRZ,466579920
TTEC,46985329
BLDP,297606180
SSD,43439655
CERT,152864921
SSB,70047448
JBLU,318022154
PWSC,153025779
FCN,34278447
CW,40883999
SAIC,57959188
ABCL,278703884
IMAB,75241924
LANC,27530000
GTES,291854218
ADPT,140765849
HXL,83849259
BXMT,147016298
ADS,49755996
SHLX,393289537
QTWO,56463947
VIRT,184365301
GSHD,36794449
SLG,67158759
OCDX,235133845
SBS,683509869
EYE,81875122.99
TASK,97290174
CRUS,57597723
UFPI,61850733
VTEX,187258580
NEA,299037391
SEB,1160779
INMD,38190851
HE,109311034
HIW,104209513
JWN,158898676
ABCM,226765655
AMRS,297976192
CLDR,296132583
HLNE,53029648
AL,114141103
TNL,86297536
YY,78404831
UBSI,129203593
SAFE,53329238
SLGN,110408113
NOMD,176624849
ALLK,53996459
TENB,106578737
MSM,55646764.01
APG,201734317
OPCH,179868880
CHX,201802181
ALIT,456770917
DUOL,37418367
NFG,91181154.01
LMND,61556857
NEOG,107477445
AVNT,91297358
SPSC,35831643
HASI,78419939
GRA,66269451
AQUA,120232936
TRNO,70523525
EDIT,68261255
PGNY,89393728
SFIX,107128625
WBS,90592291.01
ATC,194695832
PINC,122780223
QRTEB,407259288
PZZA,36563793
ASAI,269299859
PK,236492895
CRI,44011080
REZI,144182941
QRTEA,407259288
POR,89405455
IBRX,391156513
AXS,84769601
LESL,189323108
QLYS,38944931
CERE,144869798
AM,477459735
BKH,63480270
HRB,178055084
EVCM,195336835
SEM,134576139
RDN,185557493
LPSN,69765416.01
KWR,17878247
MIME,65738818
STL,192694991
JBT,31767154
UMBF,48347534
FEYE,239191838
ENSG,55138124
SKLZ,402988487
SMTC,64926331
DTM,96732465.99
LIVN,53205585
RHP,55065442.01
BCPC,32370535
SAIL,92942032
SGFY,168030392
GOOS,110528916
UMPQ,220133236
KMPR,63626870.01
WISH,628000000
ESGR,18380157
HR,145529657
OWL,320005258
GT,281192923
AY,110833204
SPR,105429738
ENV,54515307
APPF,34611989
SANA,187890775
SAFM,22329685
BNL,158830350
KBH,98848342.01
IGT,205188000
R,53773599
PNM,85834873.99
RCII,66461677.01
DIOD,44963486
WTFC,57040656
FSR,296099196
CIG,1692711172
MSP,162276988
MTSI,68792698.01
CNS,48249606
UNF,18885918
AUY,966434000
MTH,37646856
TKC,873242477.1
FIZZ,93307746
ARVN,49195898
NSP,38602629
RVLV,72764082
SSTK,36995426
SDGR,70738281
KLIC,61968509
CRNC,38006493
MSGS,24116630
PSB,27542562
SEAS,79178900.99
LPRO,115649909
ATKR,46102716
JAMF,118653414
CXM,248089126
BIGC,71110071
DDS,20700000
ICUI,21207648
PFSI,62055841
AR,313864919
NKLA,398253825
RSKD,157625498
UNVR,170908008
MNSO,303975401
CD,362750306
XRX,178485529
ALRM,49902982.99
BHF,83110216.01
SWX,59093403
KNSL,22805592
SUM,118021429
CDNA,52627165
AVT,99503642.99
WNS,48615110
VNE,111959234
APAM,79042004
NOVA,111985750
NVRO,34865742
LTHM,161541708
CWK,223248365
CMC,120586589
FLYW,104817671
LOPE,45185834
HWC,86850672.01
BTG,1054306919
EXLS,33174613
DOC,217405868
HPP,152477830
MXL,76469545
NARI,49928519
CBU,53918062
ALSN,105755046
JBGS,131940903
PDCE,98659588
SFBS,54201204
YOU,75462540
PSTH,200000100
SNDR,177654191
SWTX,49127913
BKU,92820882
MUSA,25845040
FUBO,141666712
RETA,36387402
CIXX,201327000
ROG,18729142
MMSI,56270523.99
BOX,154731305
AIMC,64867141
ASO,92099916.99
KFY,55647152
WWE,76243578.01
FELE,46432448
SGRY,82478580.01
BCO,49792205
KNBE,169491467
OLK,119007062
SIG,52667089.99
TGNA,221085466
TPTX,49407966
ORA,55997406
MPLN,668117373
DQ,73513579.99
ARNC,109377065
NVG,213370543
CNMD,29162891
SITM,19060787
CLOV,440700000
LGIH,24617479
OGS,53500783
VSAT,73325854.01
ADNT,94217748
GOLF,73905679.01
DDD,125235532
MC,61011136
HRI,29646245
ETRN,432522000
PPBI,94649518.01
LYEL,239398206
CSOD,66754079
NAVI,167840188
MARA,99634123
RXRX,168483434
NAD,233404655
FRHC,59474711.99
CCMP,29222355
GLPG,65522521.01
TRUP,40234964
FNB,319519081
NEU,10928129
SPWR,172855274
IOVA,155032000
VZIO,184789385
HAIN,99720274.99
VIAV,228472709
BE,173586273
EPR,74803697.99
CWST,51386524
TIGO,101335816
MGNI,131250746
ITRI,45235686
IBP,29701382
GEF,59562511
ENS,42523261
CWEN,116360312
EPRT,118256328
FOCS,72492983
TGTX,142831983
DNP,340976403
SUN,99762902.99
EBC,186758154
LXP,278421102
COKE,9373688.999
CVLT,45870960
CCU,184751436
PSN,102502780
SHAK,42057463
PRG,79649764.01
AGO,73006098.01
GENI,191512357
ACIW,117484424
SIX,85872819
MTTR,241956549
FROG,95887493
BRFS,808391943
MDC,70620250.99
ME,406785909.1
BECN,70034721.99
PRFT,32931290
VRM,136714597
TRTN,67393576
FTDR,85747075
SXT,42156133.01
HOMB,164087998
FHB,129585404
